oid,week,fid,totalprice,num_orders
1370346,56,2569,261.93,215
1483253,56,2490,252.2,121
1147031,57,1885,144.53,782
1233261,57,1993,146.53,541
1046906,57,2539,145.5,257
1226777,57,2139,296.82,41
1187244,57,2631,154.26,55
1329626,57,1248,154.26,40
1426631,57,1778,160.05,312
1448664,57,1062,160.05,377
1235649,57,2707,232.86,270
1294977,57,1207,451.05,135
1179863,57,1230,466.63,121
1178621,57,2322,461.75,149
1283838,57,2290,303.67,323
1005253,57,1727,446.23,283
1487016,57,1109,258.02,351
1348339,57,2306,339.53,26
1220403,57,1216,387.03,28
1367388,57,2826,291.03,554
1352072,57,1754,292.03,325
1422591,57,1971,290.03,323
1465158,57,1902,447.23,15
1194312,57,1198,225.1,134
1151478,57,1558,678.03,95
1261371,57,2581,679.03,67
1111844,57,1962,678.03,148
1498465,57,1445,608.19,13
1490555,57,2444,609.19,14
1113632,57,2867,609.19,14
1284301,57,2760,241.53,15
1396747,57,1525,242.53,55
1407055,57,2704,241.53,54
1218049,57,2492,387.03,14
1246471,57,1543,387.03,41
1024042,57,2304,389.03,14
1196970,57,2664,271.6,378
1050868,57,2569,268.69,270
1430837,57,2490,252.2,406
1146064,58,1885,146.5,284
1377255,58,1993,146.53,161
1180898,58,2539,146.5,82
1127746,58,2139,296.82,14
1358245,58,2631,150.41,41
1108331,58,1248,153.26,14
1391519,58,1778,163.02,351
1192860,58,1062,154.26,472
1127791,58,2707,227.01,351
1277204,58,1207,452.08,135
1298527,58,1230,479.24,53
1107293,58,2322,464.63,54
1168945,58,2290,291.06,339
1295087,58,1727,275.51,730
1225863,58,1109,180.45,217
1074181,58,2640,291.03,28
1068595,58,2306,272.6,26
1030890,58,1216,387.03,28
1259398,58,2826,291.03,404
1326009,58,1754,272.57,231
1382901,58,1971,292.03,217
1444464,58,1311,192.09,67
1009426,58,1803,320.13,27
1159376,58,1558,679.03,41
1211275,58,2581,680.03,67
1403439,58,1962,679.03,108
1150073,58,1445,610.19,13
1365965,58,2444,608.19,68
1378702,58,2867,608.19,27
1491753,58,2760,243.53,42
1142129,58,1525,243.53,67
1477121,58,2704,242.53,14
1088633,58,2492,387.03,15
1093049,58,1543,389.03,41
1277045,58,2664,336.65,256
1300298,58,2569,334.65,81
1079141,58,2490,252.2,350
1391300,59,1885,144.53,203
1195110,59,1993,146.5,204
1157005,59,2539,147.5,216
1195004,59,2631,151.32,95
1367406,59,1778,164.96,339
1149617,59,1062,160.05,284
1328111,59,2707,226.01,161
1247135,59,1207,442.35,53
1123513,59,1230,456.93,189
1399812,59,2322,453.99,53
1158217,59,2290,328.83,135
1191048,59,1727,290.09,797
1351159,59,1109,220.22,217
1350311,59,2640,291.03,15
1355424,59,1878,290.03,14
1031517,59,1216,387.03,13
1355489,59,2126,532.53,15
1170370,59,2826,291.03,244
1411869,59,1754,271.63,203
1264073,59,1971,290.03,163
1226519,59,1770,485.03,27
1116815,59,1311,162.05,27
1356657,59,1558,678.03,14
1419237,59,2581,678.03,68
1031796,59,1962,678.03,81
1206056,59,1445,609.19,41
1432725,59,2867,608.19,27
1405728,59,2760,212.43,80
1257226,59,1525,292.03,80
1055836,59,2704,290.03,67
1104061,59,2492,388.03,26
1410477,59,1543,462.72,28
1436092,59,2664,334.65,312
1164475,59,2569,335.65,82
1293446,59,2490,254.2,270
1074454,60,1885,141.62,271
1396057,60,1993,140.68,378
1032003,60,2539,147.5,150
1083591,60,2139,298.82,15
1182979,60,2631,155.26,14
1445863,60,1248,137.74,15
1352066,60,1778,163.99,121
1470214,60,1062,162.02,176
1064569,60,2707,229.89,229
1034105,60,1207,458.87,82
1273771,60,1230,479.24,53
1391560,60,2322,464.63,68
1174915,60,2290,330.83,150
1346227,60,1727,447.23,215
1191074,60,1109,291.03,298
1426293,60,2640,292.03,13
1091338,60,1216,389.03,13
1227623,60,2826,262.87,582
1401837,60,1754,243.5,1160
1034048,60,1971,241.53,972
1483007,60,1311,161.05,108
1242825,60,1803,321.13,27
1006448,60,1558,678.03,27
1193105,60,2581,679.03,69
1481105,60,1962,679.03,80
1271161,60,1445,484.03,82
1400839,60,2444,485.03,136
1091525,60,2867,486.03,40
1339389,60,2760,213.43,27
1195039,60,1525,292.03,68
1079700,60,2492,389.03,13
1334321,60,2664,304.61,377
1423516,60,2569,298.76,109
1098132,60,2490,254.2,80
1166041,61,1885,145.56,432
1378279,61,1993,144.56,392
1289084,61,2539,145.5,202
1450045,61,2631,153.26,55
1195462,61,1778,159.08,231
1404742,61,1062,163.96,472
1304018,61,2707,228.92,217
1052100,61,1207,409.34,94
1301043,61,1230,466.63,53
1295775,61,2322,453.99,107
1113686,61,2290,328.83,203
1399698,61,1727,447.23,257
1323834,61,1109,250.32,242
1068335,61,2640,292.03,42
1270227,61,2306,340.53,26
1319923,61,1216,388.03,28
1064644,61,2126,435.53,15
1448431,61,2826,290.03,460
1121541,61,1754,292.03,284
1421395,61,1971,291.03,271
1051834,61,1247,446.23,15
1264465,61,1770,486.03,14
1315202,61,1311,162.05,80
1268597,61,1803,239.59,53
1281941,61,1558,435.59,298
1279064,61,2581,435.59,351
1243827,61,1962,456.93,312
1347583,61,1445,608.19,14
1042838,61,2444,608.19,13
1057419,61,2867,610.19,54
1214839,61,2760,212.43,53
1093021,61,1525,291.03,69
1330118,61,2704,290.03,13
1238562,61,2492,388.03,13
1005705,61,1543,462.72,13
1244865,61,2664,315.25,269
1309418,61,2569,287.15,150
1082183,61,2490,252.2,231
1060959,62,1885,143.59,108
1016680,62,1993,142.59,53
1178978,62,2539,147.5,94
1184367,62,2139,275.48,14
1370000,62,2631,153.26,54
1169974,62,1778,181.39,14
1138013,62,1062,181.45,53
1472921,62,2707,193.06,162
1478681,62,1207,464.63,28
1170115,62,2322,466.63,15
1460020,62,2290,330.83,135
1062452,62,1727,447.23,108
1168187,62,1109,297.82,94
1281692,62,2826,290.03,123
1335495,62,1754,258.08,13
1335522,62,1971,290.03,69
1187654,62,1311,214.43,40
1461857,62,1558,434.59,40
1233099,62,2581,433.59,123
1131920,62,1962,433.59,189
1071233,62,2760,214.43,27
1308553,62,2704,292.03,26
1057528,62,2492,389.03,13
1270181,62,2569,288.15,67
1332614,62,2490,253.2,162
1111544,63,1885,140.65,432
1477163,63,1993,147.5,189
1225590,63,2539,142.59,150
1093823,63,2631,147.5,28
1477872,63,1248,153.26,53
1040558,63,1778,182.42,94
1031147,63,1062,184.36,202
1087771,63,2707,195,177
1098929,63,2290,328.83,95
1246886,63,1727,446.23,257
1163647,63,1109,298.76,216
1354496,63,1571,631.53,28
1268422,63,1216,388.03,15
1464151,63,2826,276.45,581
1204447,63,1754,291.03,14
1287072,63,1971,290.03,82
1348219,63,1311,161.05,55
1068586,63,1803,179.51,123
1285340,63,1558,433.59,352
1123701,63,2581,434.59,433
1383152,63,1962,434.59,284
1155175,63,1445,608.19,14
1389068,63,2444,608.19,26
1244286,63,2867,610.19,55
1448144,63,2760,242.53,26
1016833,63,1525,241.53,68
1163828,63,2704,243.53,14
1249404,63,2492,316.25,53
1038735,63,2304,463.72,13
1195597,63,2664,299.73,188
1132369,63,2569,304.61,150
1480391,63,2490,254.2,55
1388852,64,1885,144.56,231
1426461,64,1993,141.65,231
1449281,64,2539,147.5,216
1387199,64,2139,290.03,14
1120240,64,2631,155.26,68
1130422,64,1248,155.26,26
1086757,64,1778,180.42,81
1324007,64,1062,183.36,229
1349294,64,2707,191.09,364
1459508,64,1207,464.63,14
1430947,64,1230,417.13,27
1326682,64,2322,464.63,13
1455867,64,2290,297.85,136
1390707,64,1727,445.23,339
1118715,64,1109,320.13,621
1026181,64,1571,629.53,40
1322747,64,1216,388.03,15
1137978,64,2126,437.53,13
1421161,64,2826,280.39,433
1331254,64,1754,238.65,149
1459962,64,1971,290.03,108
1368010,64,1902,447.23,13
1067254,64,1311,227.95,96
1039707,64,1803,81.54,53
1434531,64,1558,435.59,337
1072938,64,2581,433.59,366
1026884,64,1962,434.59,433
1286694,64,2760,241.53,53
1139343,64,1525,243.53,67
1282730,64,2704,236.71,55
1317731,64,2492,291,82
1188137,64,1543,461.72,27
1018455,64,2664,322.1,323
1274084,64,2569,287.15,107
1393848,64,2490,252.2,53
1230211,65,1885,143.56,298
1332278,65,1993,146.5,285
1155644,65,2539,143.56,283
1127547,65,2139,291.03,27
1180779,65,2631,154.26,15
1161657,65,1248,155.26,26
1232943,65,1778,163.02,215
1334021,65,1062,161.02,366
1397649,65,2707,190.15,296
1224214,65,1207,363.75,244
1423188,65,1230,368.63,109
1200207,65,2322,363.78,189
1149778,65,2290,306.52,203
1029008,65,1727,445.23,485
1229835,65,1109,321.13,202
1344135,65,1571,631.53,42
1423144,65,2640,290.03,13
1218381,65,1216,387.03,15
1344004,65,2126,533.53,27
1424974,65,2826,290.03,473
1481027,65,1754,290.03,123
1240001,65,1971,291.03,95
1276209,65,1770,485.03,13
1316239,65,1311,130.04,68
1119713,65,1803,319.13,15
1498725,65,1558,680.03,26
1418089,65,2581,680.03,81
1119741,65,1962,679.03,69
1403964,65,1445,486.03,26
1391227,65,2444,506.4,122
1275030,65,2867,486.03,26
1044858,65,2760,241.53,26
1078623,65,1525,242.53,55
1426002,65,2704,241.53,40
1412975,65,2492,387.03,14
1080950,65,2664,319.19,296
1490710,65,2569,334.65,81
1431270,65,2490,187.21,1403
1203610,66,1885,142.62,391
1227514,66,1993,145.53,377
1134973,66,2539,144.53,285
1349679,66,2139,291.03,13
1394291,66,2631,150.41,42
1475527,66,1248,155.26,55
1465813,66,1778,162.05,418
1266057,66,1062,163.02,420
1125582,66,2707,192.12,310
1324832,66,1207,368.66,53
1489707,66,1230,363.81,94
1401709,66,2322,360.87,80
1487263,66,2290,328.83,244
1459477,66,1727,447.23,323
1273915,66,1109,281.3,231
1072821,66,1571,630.53,13
1063425,66,1216,388.03,14
1376241,66,2826,291.03,473
1362042,66,1754,290.03,285
1315177,66,1971,292.03,269
1334758,66,1902,445.23,15
1408051,66,1311,177.51,121
1103376,66,1803,160.05,54
1204069,66,1558,679.03,54
1263673,66,2581,678.03,28
1136919,66,1962,678.03,176
1288603,66,1445,610.19,13
1207740,66,2444,608.19,55
1067016,66,2867,610.19,81
1322196,66,2760,222.13,28
1123867,66,1525,290.03,55
1251626,66,2492,387.03,26
1392077,66,2304,461.72,14
1032140,66,2664,335.65,337
1131883,66,2569,334.65,80
1405726,66,2490,253.2,418
1278418,67,1885,144.53,420
1430583,67,1993,144.56,366
1134636,67,2539,144.59,149
1025402,67,2139,280.33,42
1050765,67,2631,153.26,54
1319143,67,1248,153.26,54
1441158,67,1778,161.05,406
1152359,67,1062,159.08,352
1429479,67,2707,192.12,378
1212679,67,1207,372.48,325
1418168,67,1230,377.39,190
1156464,67,2322,362.81,271
1442975,67,2290,310.46,216
1493921,67,1727,446.23,312
1229552,67,1109,319.13,203
1356263,67,2306,244.5,13
1329955,67,1216,387.03,13
1014147,67,2126,534.53,14
1265466,67,2826,290.03,406
1493450,67,1754,291.03,311
1105321,67,1971,292.03,243
1380565,67,1311,130.04,68
1497358,67,1803,213.43,40
1119653,67,1558,678.03,40
1199814,67,2581,679.03,42
1434251,67,1962,680.03,42
1258907,67,2444,608.19,54
1342764,67,2867,623.71,53
1184573,67,2760,222.13,109
1246411,67,1525,292.03,15
1029124,67,2704,292.03,27
1050028,67,2492,389.03,14
1208831,67,2304,463.72,40
1270063,67,2664,335.65,204
1321601,67,2569,334.65,68
1070322,67,2490,253.2,257
1005634,68,1885,144.56,188
1120527,68,1993,145.5,433
1030697,68,2539,144.59,216
1265359,68,2139,292.03,27
1404173,68,1248,96.06,123
1283705,68,1778,163.99,243
1173683,68,1062,162.02,432
1475242,68,2707,195.03,378
1195431,68,1207,464.63,94
1078535,68,1230,463.72,242
1199846,68,2322,453.99,54
1331811,68,2290,328.83,96
1408903,68,1727,445.23,459
1068935,68,1109,320.13,338
1300281,68,1571,630.53,28
1454543,68,2306,243.5,27
1108149,68,1216,388.03,15
1048070,68,2826,291.03,351
1370350,68,1754,193.09,1607
1496495,68,1971,193.06,1566
1093886,68,1311,161.05,108
1378982,68,1803,320.13,15
1160707,68,1558,678.03,82
1184371,68,2581,680.03,42
1369555,68,1962,679.03,82
1314885,68,2444,609.19,14
1326336,68,2867,608.19,95
1044705,68,2760,224.13,42
1080004,68,1525,290.03,54
1436618,68,2704,291.03,14
1454858,68,2492,389.03,15
1085723,68,2304,462.72,15
1437576,68,2664,335.65,418
1386554,68,2569,336.65,68
1131877,68,2490,252.2,134
1044232,69,1885,146.53,391
1465461,69,1993,144.59,432
1080054,69,2539,145.53,190
1284353,69,2139,292.03,15
1465579,69,2631,97,54
1111444,69,1248,98.03,96
1269348,69,1778,183.39,107
1136328,69,1062,177.54,284
1234496,69,2707,192.06,351
1273939,69,1207,458.87,82
1426804,69,1230,464.63,41
1005809,69,2322,444.26,96
1118018,69,2290,330.83,176
1018000,69,1727,447.23,269
1335975,69,1109,294.91,337
1398568,69,1216,387.03,15
1472331,69,2826,277.48,392
1323517,69,1754,192.12,1849
1220845,69,1971,194.06,1269
1347405,69,1311,240.59,53
1222042,69,1803,108.7,81
1494553,69,1558,678.03,41
1490119,69,2581,678.03,53
1225780,69,1962,679.03,95
1216800,69,1445,484.03,96
1436029,69,2444,485.03,337
1159104,69,2867,484.03,150
1277992,69,2760,241.53,68
1299745,69,1525,290.03,26
1225096,69,2492,389.03,27
1121259,69,1543,462.72,13
1154471,69,2304,461.72,15
1009977,69,2664,336.65,285
1095763,69,2569,335.65,95
1301515,69,2490,253.2,177
1160199,70,1885,145.53,485
1278308,70,1993,146.53,350
1108364,70,2539,145.53,149
1428425,70,2139,290.03,28
1063949,70,2631,97,55
1448032,70,1248,99,54
1452552,70,1778,184.36,80
1180336,70,1062,181.42,244
1197757,70,2707,193.06,81
1368374,70,1207,458.87,163
1378752,70,1230,471.48,135
1483892,70,2322,466.63,109
1318658,70,2290,311.37,258
1127046,70,1727,447.23,365
1445852,70,1109,308.49,378
1482281,70,2306,244.5,27
1288989,70,1216,387.03,14
1492118,70,2126,486.03,27
1495886,70,2826,291.03,405
1303664,70,1754,191.12,2362
1084021,70,1971,191.09,1849
1449216,70,1902,445.23,13
1261631,70,1311,174.63,121
1477711,70,1803,162.05,81
1328184,70,1558,678.03,80
1358973,70,2581,678.03,109
1464490,70,1962,678.03,67
1266925,70,1445,484.03,53
1119410,70,2444,486.03,162
1497301,70,2867,485.03,176
1145436,70,1525,292.03,27
1394945,70,2704,292.03,42
1027299,70,2492,389.03,26
1367286,70,1543,463.72,14
1280779,70,2664,335.65,94
1083167,70,2569,334.65,13
1429425,70,2490,253.2,405
1006478,71,1885,147.5,351
1310346,71,1993,146.53,310
1424048,71,2539,145.5,204
1109144,71,2139,292.03,26
1401018,71,2631,98,54
1031593,71,1248,97,28
1242446,71,1778,175.6,229
1196163,71,1062,183.39,163
1262736,71,2707,191.15,500
1135831,71,1207,466.63,150
1472970,71,1230,464.63,107
1493968,71,2322,459.78,134
1473032,71,2290,277.48,244
1319825,71,1727,445.23,393
1428753,71,1109,203.73,391
1358625,71,1571,630.53,13
1098633,71,2126,484.03,27
1053222,71,2826,292.03,244
1346401,71,1754,190.15,1485
1493154,71,1971,191.09,2052
1183675,71,1311,137.77,95
1420221,71,1803,191.09,69
1279972,71,1558,680.03,15
1089663,71,2581,679.03,107
1263374,71,1962,678.03,53
1346685,71,1445,612.13,28
1266343,71,2444,611.13,14
1087586,71,2867,585.91,68
1053000,71,2760,243.53,27
1170365,71,1525,290.03,41
1248902,71,2704,292.03,13
1264253,71,1543,462.72,27
1090544,71,2664,334.65,244
1371935,71,2569,335.65,68
1378708,71,2490,253.2,162
1374081,72,1885,143.59,377
1175309,72,1993,144.53,217
1081781,72,2539,145.5,202
1094535,72,2139,291.03,41
1112077,72,1248,154.26,53
1414214,72,1778,183.39,135
1244139,72,1062,180.42,298
1373796,72,2707,192.09,716
1296471,72,1207,442.38,53
1385983,72,1230,443.35,109
1068131,72,2322,465.63,53
1221823,72,2290,308.49,217
1165784,72,1727,447.23,215
1194903,72,1109,280.33,258
1092115,72,2640,292.03,26
1129412,72,1216,388.03,27
1092462,72,2126,486.03,27
1467355,72,2826,292.03,351
1424164,72,1754,292.03,269
1186455,72,1971,291.03,149
1260581,72,1803,161.05,80
1418598,72,1558,680.03,42
1412111,72,2581,678.03,14
1352132,72,1962,678.03,42
1058120,72,2867,612.13,28
1145297,72,2760,242.53,27
1154126,72,1525,290.03,40
1388340,72,2492,389.03,69
1097063,72,1543,377.39,26
1497532,72,2304,376.39,54
1175568,72,2664,334.65,297
1142486,72,2569,253.23,55
1292551,72,2490,254.2,175
1471179,73,1885,147.5,175
1231256,73,1993,145.5,310
1427753,73,2539,144.53,393
1441174,73,2139,290.03,14
1170306,73,1248,155.26,69
1401706,73,1778,180.45,67
1438727,73,1062,181.42,243
1093355,73,2707,193.03,215
1376256,73,1207,454.99,54
1204588,73,2322,464.63,53
1249528,73,2290,232.86,41
1312649,73,1727,447.23,323
1469130,73,1109,231.83,217
1008003,73,1571,613.04,40
1316597,73,2640,291.03,26
1409802,73,2826,290.03,487
1277647,73,1754,291.03,123
1000452,73,1971,290.03,162
1240297,73,1311,160.05,28
1281067,73,1803,162.05,55
1416273,73,1558,680.03,26
1331250,73,2581,679.03,28
1201275,73,1962,679.03,95
1416621,73,1445,612.13,13
1151143,73,2444,611.13,26
1412873,73,2867,610.13,54
1059697,73,2760,241.53,13
1240575,73,1525,244.5,41
1105976,73,2704,243.5,28
1300193,73,2492,388.03,14
1036440,73,1543,389.03,27
1166792,73,2304,389.03,41
1396565,73,2664,336.65,204
1065502,73,2569,335.65,82
1000157,73,2490,252.2,150
1233922,74,1885,144.56,379
1439660,74,1993,147.5,270
1402596,74,2539,147.5,216
1027891,74,2139,292.03,15
1215777,74,2631,155.26,26
1368772,74,1248,153.26,41
1153384,74,1778,182.36,202
1364656,74,1062,167.84,325
1481663,74,2707,184.3,528
1465030,74,1207,464.63,69
1029923,74,1230,466.63,26
1090983,74,2322,459.81,107
1013682,74,2290,287.12,202
1036524,74,1727,446.23,297
1382958,74,1109,281.33,285
1125281,74,1571,605.28,28
1466334,74,2126,533.53,15
1204015,74,2826,291.03,501
1165642,74,1754,276.45,298
1132664,74,1971,290.03,377
1419141,74,1311,119.31,107
1172356,74,1803,257.11,67
1450270,74,1558,679.03,68
1096744,74,2581,678.03,54
1150217,74,1962,680.03,150
1028367,74,1445,612.13,15
1226877,74,2444,611.13,54
1146407,74,2867,611.13,41
1044101,74,2760,242.53,55
1177874,74,1525,243.5,41
1212817,74,2704,244.5,13
1043690,74,2492,387.03,13
1120849,74,1543,413.25,42
1323411,74,2304,387.03,15
1243228,74,2664,336.65,203
1184469,74,2569,334.65,40
1003969,74,2490,254.2,148
1469475,75,1885,143.59,404
1036086,75,1993,146.53,351
1094732,75,2539,145.5,177
1009995,75,2139,272.63,42
1389210,75,2631,155.26,15
1076209,75,1778,183.33,175
1253598,75,1062,183.33,230
1447428,75,2707,186.27,351
1499134,75,1207,466.63,53
1106035,75,1230,466.63,27
1374709,75,2322,462.75,161
1214427,75,2290,307.49,406
1217249,75,1727,447.23,284
1184187,75,1109,300.73,431
1281597,75,1571,583.03,13
1387394,75,2640,290.03,40
1176913,75,2306,347.26,26
1045213,75,1216,388.03,13
1075019,75,2126,532.53,14
1065182,75,2826,263.9,392
1378003,75,1754,247.41,1174
1366114,75,1971,244.44,958
1440448,75,1902,447.23,15
1021961,75,1247,446.23,14
1056044,75,1770,484.03,13
1493358,75,1311,129.04,55
1331864,75,1803,191.09,54
1144416,75,1558,485.03,378
1243978,75,2581,484.03,432
1078693,75,1962,484.03,351
1150685,75,1445,612.13,15
1323005,75,2444,610.13,13
1420538,75,2867,610.13,14
1175772,75,2760,242.53,26
1311522,75,1525,243.5,53
1020896,75,2704,242.5,42
1243179,75,1543,389.03,28
1487684,75,2304,389.03,41
1238273,75,2664,336.65,229
1405876,75,2569,334.65,94
1366269,75,2490,254.2,270
1445721,76,1885,141.65,269
1289307,76,1993,147.5,284
1168091,76,2539,145.56,189
1359900,76,2139,292.03,27
1080763,76,2631,154.26,14
1348776,76,1248,155.26,42
1387105,76,1778,181.42,96
1188535,76,1062,179.51,203
1311066,76,2707,193.03,298
1377334,76,1207,465.63,27
1366623,76,1230,466.63,69
1381255,76,2322,442.35,26
1203229,76,2290,282.27,162
1101557,76,1727,447.23,311
1118936,76,1109,268.69,311
1128487,76,1571,581.03,15
1022486,76,1216,389.03,26
1065224,76,2826,266.81,377
1116824,76,1754,245.47,688
1029417,76,1971,244.47,689
1475721,76,1247,446.23,13
1385212,76,1770,484.03,13
1129374,76,1311,212.43,134
1304653,76,1558,486.03,203
1201287,76,2581,504.4,379
1466693,76,1962,485.03,296
1084116,76,1445,610.13,40
1190812,76,2444,612.13,15
1493497,76,2867,610.13,40
1117530,76,2760,243.53,27
1295262,76,1525,244.5,41
1167186,76,2704,242.5,40
1423416,76,2664,334.65,216
1102043,76,2569,335.65,67
1038022,76,2490,145.5,2133
1333375,77,1885,145.56,257
1255050,77,1993,143.56,216
1270013,77,2539,146.53,296
1482860,77,2139,307.49,42
1482961,77,2631,99,28
1329889,77,1248,99,28
1072403,77,1778,185.33,122
1439808,77,1062,179.45,136
1207463,77,2707,229.89,177
1489677,77,1207,464.63,15
1258580,77,1230,464.63,28
1344209,77,2322,466.63,96
1334869,77,2290,308.49,123
1077997,77,1727,278.42,771
1397693,77,1109,311.43,324
1435319,77,1571,582.03,28
1341676,77,2640,291.03,13
1105728,77,1216,387.03,13
1128726,77,2126,533.53,13
1257582,77,2826,290.03,242
1413166,77,1754,291.03,134
1005811,77,1971,284.24,94
1449664,77,1311,162.05,54
1157621,77,1803,162.05,109
1177102,77,1558,680.03,14
1438253,77,2581,678.03,27
1167555,77,1962,679.03,28
1249217,77,1445,561.63,15
1141717,77,2444,561.63,26
1481454,77,2760,217.28,81
1015580,77,1525,292.03,14
1126877,77,2492,388.03,14
1184928,77,1543,462.72,13
1264103,77,2664,334.65,229
1237071,77,2569,334.65,42
1006330,77,2490,147.47,1741
1150374,78,1885,146.53,230
1345054,78,1993,147.5,244
1144173,78,2539,146.5,298
1239876,78,2139,309.49,13
1355920,78,2631,99,41
1163718,78,1248,97.06,55
1024627,78,1778,184.33,163
1199144,78,1062,184.33,283
1353962,78,2707,227.01,270
1400970,78,1207,450.11,42
1484401,78,1230,466.63,27
1437408,78,2322,464.63,54
1219220,78,2290,308.49,312
1437270,78,1727,254.2,1026
1297525,78,1109,281.3,296
1315752,78,2640,292.03,26
1098197,78,2306,348.26,13
1168998,78,1216,389.03,14
1136067,78,2826,291.03,350
1470733,78,1754,292.03,242
1302723,78,1971,290.03,177
1347739,78,1311,186.24,162
1154852,78,1803,139.68,217
1324778,78,1558,679.03,41
1425474,78,2581,678.03,28
1390842,78,1962,678.03,121
1098907,78,1445,561.63,26
1036727,78,2444,563.63,28
1024115,78,2867,563.63,55
1491281,78,2760,214.43,41
1498198,78,1525,291.03,26
1358411,78,2704,291.03,26
1325656,78,1543,463.72,14
1043890,78,2664,336.65,365
1228382,78,2569,334.65,67
1107785,78,2490,148.47,2375
1228971,79,1885,144.53,284
1067120,79,1993,145.5,297
1216510,79,2539,145.5,216
1103807,79,2139,308.49,14
1103078,79,2631,95.09,40
1403055,79,1248,96.06,67
1381655,79,1778,185.33,150
1041402,79,1062,183.39,230
1229820,79,2707,228.92,96
1287949,79,1207,428.74,53
1209697,79,1230,465.6,26
1314653,79,2322,454.99,109
1208669,79,2290,308.49,269
1209781,79,1727,367.66,418
1221699,79,1109,298.82,325
1069352,79,1571,583.03,14
1063324,79,2640,291.03,13
1440160,79,2306,347.26,15
1470764,79,1216,387.03,14
1121007,79,2826,212.46,433
1041075,79,1754,198.88,1689
1434407,79,1971,290.03,1066
1296790,79,1198,173.63,150
1346580,79,1311,143.62,243
1342055,79,1803,183.36,95
1434651,79,1558,489.88,338
1009407,79,2581,470.45,365
1182980,79,1962,487,393
1257994,79,1445,562.63,26
1494274,79,2444,561.63,40
1398911,79,2867,561.63,13
1484927,79,2760,231.83,40
1062820,79,1525,290.03,14
1318786,79,2704,291.03,26
1210020,79,2492,388.03,15
1490596,79,2664,334.65,243
1109073,79,2569,335.65,40
1193777,79,2490,148.47,2930
1008784,80,1885,143.56,271
1196265,80,1993,146.5,325
1188734,80,2539,144.56,217
1309769,80,2139,308.49,27
1110102,80,2631,98,15
1163944,80,1248,97,28
1074017,80,1778,183.36,190
1069104,80,1062,184.36,243
1393877,80,2707,231.83,177
1160328,80,1207,379.3,53
1096142,80,1230,382.24,68
1302113,80,2322,390,27
1342503,80,2290,308.49,203
1487704,80,1727,445.23,339
1179558,80,1109,287.15,364
1438652,80,1571,583.03,13
1204337,80,2640,292.03,14
1168406,80,2306,348.26,13
1151733,80,1216,389.03,15
1221871,80,2126,534.53,14
1130651,80,2826,290.03,310
1105206,80,1754,292.03,215
1386841,80,1971,291.03,149
1105531,80,1198,142.62,122
1007899,80,1311,88.3,148
1215581,80,1803,214.43,204
1036285,80,1558,680.03,15
1114264,80,2581,678.03,26
1411346,80,1962,680.03,13
1307352,80,2444,562.63,26
1439439,80,2867,561.63,42
1269643,80,2760,227.98,55
1287029,80,1525,242.53,69
1117473,80,2704,243.53,42
1361432,80,2492,315.25,54
1330663,80,1543,461.72,42
1183814,80,2304,463.72,13
1372518,80,2664,334.65,95
1497681,80,2569,335.65,28
1324907,80,2490,215.4,338
1200384,81,1885,146.53,163
1191547,81,1993,146.5,257
1036462,81,2539,146.5,189
1251497,81,2631,155.26,80
1360330,81,1248,147.5,27
1250510,81,1778,185.33,177
1131798,81,1062,184.36,217
1087255,81,2707,231.83,15
1461177,81,1207,372.48,54
1121576,81,1230,387.09,188
1061872,81,2322,383.21,82
1164105,81,2290,307.49,230
1467315,81,1727,445.23,446
1207539,81,1109,310.43,203
1267153,81,2640,290.03,13
1334947,81,1216,389.03,28
1400362,81,2826,290.03,230
1153699,81,1754,292.03,150
1236841,81,1971,290.03,163
1102867,81,1198,161.05,27
1254724,81,1311,200.82,107
1379923,81,1803,145.5,148
1070177,81,1558,678.03,13
1412004,81,2581,678.03,42
1284741,81,1962,678.03,54
1343667,81,2444,668.33,15
1443871,81,2760,241.53,42
1061358,81,1525,243.53,82
1322477,81,2704,243.53,55
1215708,81,2492,293,14
1306498,81,1543,463.72,68
1439650,81,2664,334.65,189
1076230,81,2569,335.65,107
1349717,81,2490,213.4,296
1251631,82,1885,144.53,148
1050511,82,1993,147.5,285
1458302,82,2539,146.53,215
1479157,82,2139,308.49,15
1201301,82,2631,153.26,54
1470091,82,1778,182.39,231
1125641,82,1062,181.42,204
1129920,82,2707,232.83,149
1200200,82,1207,385.15,108
1144577,82,1230,375.39,82
1351702,82,2322,390,109
1273119,82,2290,307.49,189
1229274,82,1727,447.23,433
1320384,82,1109,310.43,283
1400536,82,1571,581.03,13
1286678,82,2640,292.03,15
1194301,82,2306,347.26,13
1115877,82,1216,387.03,27
1267075,82,2126,464.63,15
1490262,82,2826,291.03,175
1255731,82,1754,290.03,216
1471009,82,1971,292.03,82
1059024,82,1198,140.68,216
1080859,82,1311,187.24,162
1088027,82,1803,227.95,96
1065893,82,1558,679.03,26
1038118,82,2581,680.03,14
1401150,82,1962,679.03,15
1191258,82,2444,669.33,13
1154650,82,2867,668.33,41
1197412,82,2760,242.53,28
1370552,82,1525,243.53,55
1392590,82,2704,243.53,41
1000415,82,2492,340.5,53
1081956,82,1543,463.72,13
1190943,82,2304,463.72,55
1339553,82,2664,300.76,378
1050526,82,2569,242.5,216
1120232,82,2490,214.4,217
1326090,83,1885,146.53,242
1019551,83,1993,146.5,393
